episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
144,0.9419129790030669,-4.159240548493864,-0.8324096895786622,-0.3620572414547795,-0.153511427600691,-0.2613745592564072,-0.1897978598059242,0.001875,0.01,0.0,0.97,100,14,1,15
145,0.9352196073813649,-4.163775985002349,-0.8345981340176093,-0.3631174731046498,-0.15388049250481092,-0.2621825245735209,-0.19040501462564152,0.001864,0.01,0.0,0.97,100,14,1,15
146,0.9377558411805333,-4.169114806232651,-0.8372449169670446,-0.3642556013342637,-0.15434788838648858,-0.2629915822879544,-0.19101574419598225,0.001854,0.01,0.0,0.97,100,13,1,14
147,0.940089282694714,-4.174163747483852,-0.8397951070815679,-0.3653140201953855,-0.15485994889921595,-0.26374295511472606,-0.19160253896970217,0.001843,0.01,0.0,0.97,100,14,1,15
148,0.9364318147033315,-4.179186852192627,-0.8423275855352529,-0.36638230737332844,-0.15537803809978348,-0.26450241786691386,-0.19218903894738185,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.9375672404518558,-4.1845239127518665,-0.8449434138590199,-0.3675245218558903,-0.15584842677662245,-0.2653352853945478,-0.19279127211602182,0.001823,0.01,0.0,0.97,100,13,1,14
150,0.9408743857023824,-4.189211536887754,-0.847291570667404,-0.3685154418685548,-0.1562674190900351,-0.26606133426421663,-0.19329483669765382,0.001813,0.01,0.0,0.97,100,14,1,15
151,0.9336766254827545,-4.194864867872657,-0.850104254894709,-0.36972314699533254,-0.15676114055254317,-0.26690098457434425,-0.19388690551388166,0.001803,0.01,0.0,0.97,100,14,1,15
152,0.9308212883281811,-4.200819066368787,-0.8530256640757177,-0.3709939649927433,-0.15728278953631797,-0.2677878439997715,-0.19454072436048486,0.001794,0.01,0.0,0.97,100,13,1,14
153,0.9373209884766536,-4.204230977458833,-0.8548626194936568,-0.3719786071200483,-0.157616416076376,-0.26859406529236973,-0.195128239740898,0.001784,0.01,0.0,0.97,100,14,1,15
154,0.9365595160725891,-4.208682493984143,-0.8571561628045753,-0.3730315068176162,-0.15805937071123385,-0.2693753041403906,-0.19574212765523757,0.001774,0.01,0.0,0.97,100,14,1,15
155,0.9319376972003807,-4.2133827420856225,-0.8596568390587249,-0.37418567457085644,-0.15856211020521502,-0.2702245376801643,-0.196382847189687,0.001765,0.01,0.0,0.97,100,14,1,15
156,0.9348054857763596,-4.218210319745672,-0.8620255347981797,-0.3752779427093435,-0.1589414821756232,-0.27106667803749684,-0.19692102701842507,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9365467262155558,-4.223217290202787,-0.8645385489564285,-0.3763646330631133,-0.15939336666747822,-0.2718150973961549,-0.19749836363464357,0.001746,0.01,0.0,0.97,100,14,1,15
158,0.9363803051457601,-4.228136461002112,-0.8670179543268702,-0.3774547032994275,-0.15986211141219434,-0.2725870985092815,-0.1980497612731601,0.001737,0.01,0.0,0.97,100,14,1,15
159,0.9367340010185028,-4.2326642893493664,-0.8693241885054626,-0.37850885805930795,-0.16030275270273822,-0.2734241003097776,-0.19864166618477136,0.001728,0.01,0.0,0.97,100,14,1,15
160,0.938397976391231,-4.234152152709389,-0.8703515489994581,-0.3791933556361708,-0.16051054650189187,-0.27407278421494,-0.19911938859114875,0.001719,0.01,0.0,0.97,100,14,1,15
161,0.9366687990303357,-4.23919062612298,-0.8728515086547279,-0.380245234089344,-0.16098430948951806,-0.2748240900339801,-0.19967027960032155,0.001711,0.01,0.0,0.97,100,13,1,14
162,0.9381935309791224,-4.2440319470926715,-0.8752713887937752,-0.38127201440774156,-0.16142382259212137,-0.2755663809742384,-0.20019808690156832,0.001702,0.01,0.0,0.97,100,13,1,14
163,0.9320906358693817,-4.249341275407078,-0.877880902595034,-0.38241740787913153,-0.16187301356666858,-0.27642689696264244,-0.20081237304070343,0.001693,0.01,0.0,0.97,100,14,1,15
164,0.9350172023160191,-4.254460697805196,-0.8804348641294301,-0.38348694776244013,-0.16233614871055052,-0.27717410195567566,-0.20135326385986035,0.001685,0.01,0.0,0.97,100,13,1,14
165,0.9295964200999276,-4.259627335051934,-0.8830782028344404,-0.3846834954951269,-0.16280135187026232,-0.27806852257757325,-0.20200294462411583,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9374126050844888,-4.263406481930769,-0.8851096567769147,-0.3856672714420721,-0.16316823177211864,-0.278771542620801,-0.2025131766029131,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9364752382387915,-4.267426310818251,-0.8870930001166516,-0.3865916850351377,-0.16353188032691443,-0.2795109118989187,-0.2030583344435373,0.001659,0.01,0.0,0.97,100,14,1,15
168,0.937004942116309,-4.271856800011553,-0.8892861043732234,-0.3875395669525803,-0.16392440623553867,-0.28021105838390453,-0.2035549714473768,0.001651,0.01,0.0,0.97,100,14,1,15
169,0.932536493906522,-4.276992021135772,-0.8918867524205754,-0.38869639050521976,-0.16437951116860564,-0.2810395040853005,-0.20413006300350867,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9335805742477891,-4.282005897915756,-0.8944152277244302,-0.3897871744757076,-0.16485448859848836,-0.28181098279151745,-0.2047193610255247,0.001635,0.01,0.0,0.97,100,14,1,15
171,0.9385705043075561,-4.286375025922623,-0.8965878414521269,-0.3907411191554273,-0.16524001652503223,-0.2825251255529833,-0.20519601924005026,0.001627,0.01,0.0,0.97,100,14,1,15
172,0.9340481320039414,-4.291100202641081,-0.8989293782688111,-0.3917548380342042,-0.16566291767203803,-0.28327039721398123,-0.2057489425790382,0.001619,0.01,0.0,0.97,100,14,1,15
173,0.9347933802398176,-4.295651525048404,-0.9012533119637777,-0.3927751726388998,-0.1660888795061139,-0.28399951073457164,-0.2062982431468485,0.001611,0.01,0.0,0.97,100,14,1,15
174,0.9353270650766151,-4.300395767635762,-0.903616184559667,-0.393800002788992,-0.16651859454402834,-0.28476828480134375,-0.20684823221228474,0.001603,0.01,0.0,0.97,100,14,1,15
175,0.9324648959566909,-4.305415727836212,-0.9060810147041708,-0.3948454504862371,-0.16696854730140112,-0.28552405610230763,-0.20733913144447244,0.001596,0.01,0.0,0.97,100,13,1,14
176,0.9389503087822034,-4.3098541062481575,-0.9082930389056211,-0.39577246030738567,-0.1673913910847488,-0.286199179063508,-0.2077975136935835,0.001588,0.01,0.0,0.97,100,13,1,14
177,0.9328577143619149,-4.314857127142187,-0.9108243425352966,-0.3968869841980892,-0.167855142972167,-0.2869476398338409,-0.20834682955110034,0.00158,0.01,0.0,0.97,100,14,1,15
178,0.9389835666463786,-4.319098925298711,-0.9129704359880965,-0.3977940191576602,-0.16826550974642454,-0.2875775566079168,-0.2088084890157297,0.001573,0.01,0.0,0.97,100,14,1,15
179,0.9392403776079182,-4.323377473882019,-0.9150782307594063,-0.39867249245965963,-0.16866224364066618,-0.2882153641627832,-0.20925836134198764,0.001565,0.01,0.0,0.97,100,13,1,14
180,0.9396031639629977,-4.327702042374831,-0.9172719937076772,-0.39959283333227585,-0.16907745941759447,-0.2888612342032667,-0.2097298532633624,0.001558,0.01,0.0,0.97,100,13,1,14
181,0.9342100876754342,-4.332513869334456,-0.9196819344606969,-0.40060997581962376,-0.16951949265811433,-0.28959685504411825,-0.21027962381154355,0.001551,0.01,0.0,0.97,100,13,1,14
182,0.9378529180141083,-4.33672697635228,-0.9217856944023622,-0.4015044107603776,-0.16993288862458397,-0.29025988973187755,-0.21076992504759318,0.001544,0.01,0.0,0.97,100,14,1,15
183,0.9381706348535798,-4.340710398113458,-0.9237837771161186,-0.4023863707567332,-0.1703039312779311,-0.290850254514815,-0.21127310107755923,0.001536,0.01,0.0,0.97,100,14,1,15
184,0.9377199693955623,-4.345028847152885,-0.9258879016816938,-0.4032554361399827,-0.170681718489478,-0.2914725215440664,-0.21174429166389122,0.001529,0.01,0.0,0.97,100,13,1,14
185,0.9310309990065501,-4.34995761189457,-0.9283522572114856,-0.4043178056753668,-0.17112442449657822,-0.2922197150014275,-0.21229122560142324,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9401855101529205,-4.354067741319136,-0.9303683430339378,-0.4051690744325502,-0.17149024978692262,-0.2928457019594031,-0.21274068673346572,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9395233433480741,-4.358201715800991,-0.9324348095192241,-0.40604571330428824,-0.17187967287367859,-0.2934721795585103,-0.21320284178307228,0.001509,0.01,0.0,0.97,100,13,1,14
188,0.9363937305769491,-4.36218643349193,-0.9344257846577567,-0.40690995185175094,-0.17225508616009028,-0.2940840507443741,-0.2136651261646806,0.001502,0.01,0.0,0.97,100,14,1,15
189,0.9333120987074819,-4.366851674628993,-0.9368123642320834,-0.4079247034762727,-0.17270706194375615,-0.2947912992794986,-0.2141546792696058,0.001495,0.01,0.0,0.97,100,13,1,14
190,0.9399956433586354,-4.3708900204601155,-0.9388381381665184,-0.40880669152341237,-0.17305609589744178,-0.29545027579996214,-0.21461208067009108,0.001488,0.01,0.0,0.97,100,14,1,15
191,0.9335020785838809,-4.375383266526217,-0.9410389981778008,-0.40977046330860295,-0.17343662038648122,-0.29614758503269245,-0.21511670069034777,0.001482,0.01,0.0,0.97,100,14,1,15
192,0.9353143899719566,-4.379010798333337,-0.9428442906942602,-0.4106387051025313,-0.17375989209935275,-0.29684719695138795,-0.21558651367001586,0.001475,0.01,0.0,0.97,100,14,1,15
193,0.9383656044103805,-4.38315125183502,-0.9448949840613678,-0.4115073073799909,-0.17414836787371046,-0.2974603748890487,-0.21603153681473344,0.001469,0.01,0.0,0.97,100,13,1,14
194,0.9417433422159652,-4.386740703782334,-0.9466773394915103,-0.4122789142895483,-0.17447327695719975,-0.29797586758175787,-0.2164285884563246,0.001462,0.01,0.0,0.97,100,14,1,15
195,0.9407274435459517,-4.39065908836215,-0.948605023930077,-0.41310270676155925,-0.17480595883286246,-0.29858614774895137,-0.2168385410726523,0.001456,0.01,0.0,0.97,100,13,1,14
196,0.9368566937651055,-4.394850915450978,-0.9507035560166748,-0.41399919190155526,-0.17518672422642084,-0.29920671565990176,-0.21729617339704854,0.001449,0.01,0.0,0.97,100,13,1,14
197,0.9332517968736911,-4.399369233932135,-0.9529401935413911,-0.41496005663888474,-0.175596017758253,-0.2998919829974677,-0.21778854262035738,0.001443,0.01,0.0,0.97,100,13,1,14
198,0.9321988114532685,-4.403899836061576,-0.9552326897640049,-0.4159431503273392,-0.17601575423033278,-0.30054184272393575,-0.21829700331731985,0.001437,0.01,0.0,0.97,100,13,1,14
199,0.9400123582558159,-4.401075821768312,-0.9538399712069647,-0.41601568484682977,-0.17584763831440803,-0.3009818768762322,-0.21858620584991786,0.001431,0.01,0.0,0.97,100,14,1,15
200,0.9385388546494847,-4.404142914681904,-0.9553368783458334,-0.4167147799837285,-0.17610797436620926,-0.3015672968095366,-0.21904179161848464,0.001424,0.01,0.0,0.97,100,14,1,15
201,0.9318904294893473,-4.408651579465365,-0.9576374480702929,-0.41770869078430206,-0.17653295102856817,-0.3023070868763941,-0.2195627997658603,0.001418,0.01,0.0,0.97,100,13,1,14
202,0.9315427393046094,-4.41303651417104,-0.9598705795983983,-0.41870134787422014,-0.17692766394698542,-0.303015838979769,-0.2200595919952642,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9427290585805672,-4.416641675455807,-0.9616523044933886,-0.41945304412369794,-0.17727010233277896,-0.3035385412721786,-0.22045038920201526,0.001406,0.01,0.0,0.97,100,13,1,14
204,0.9355663599199207,-4.420807226902054,-0.9637960558024988,-0.42039457644588496,-0.17766946774388792,-0.3042144006596877,-0.22093652902710542,0.0014,0.01,0.0,0.97,100,13,1,14
205,0.9345717129793659,-4.424948693093201,-0.965846910632358,-0.42130011967720443,-0.1780158189543904,-0.3048949539682459,-0.22143371903702908,0.001395,0.01,0.0,0.97,100,14,1,15
206,0.9412338044263701,-4.427066662750515,-0.9670191626452266,-0.42195082787085364,-0.17823832878682236,-0.30544653576865355,-0.22184105761356476,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9421735467565291,-4.430495122900602,-0.9687328068188491,-0.422677549221638,-0.17857233383980603,-0.3059583525904805,-0.22222213519679165,0.001383,0.01,0.0,0.97,100,14,1,15
208,0.9349100464928239,-4.434624557405889,-0.9708211908313517,-0.42356234890374544,-0.1789841294558497,-0.30658606121211335,-0.22264371518771717,0.001377,0.01,0.0,0.97,100,13,1,14
209,0.940048323769254,-4.4382431568517315,-0.9726270366269152,-0.4243237975826499,-0.1793387965409307,-0.30713405495130247,-0.22305546290771752,0.001372,0.01,0.0,0.97,100,14,1,15
210,0.9349192550737236,-4.442374926272104,-0.9746954809841505,-0.4251902459846213,-0.179737546584944,-0.3077467608318173,-0.22347895604266313,0.001366,0.01,0.0,0.97,100,13,1,14
211,0.9432337051966081,-4.445770243363596,-0.9763732125587202,-0.42591318035336134,-0.18003323414909816,-0.30827550170792883,-0.223854297890771,0.00136,0.01,0.0,0.97,100,14,1,15
212,0.9344165285902681,-4.449337406992136,-0.9782020449315151,-0.4267447188501229,-0.18037125626778255,-0.30891241829409194,-0.22432644405466828,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9337573401982064,-4.4534757295432055,-0.980306685322423,-0.4276523308841222,-0.18077274953735328,-0.30952434731396844,-0.22479041085252932,0.001349,0.01,0.0,0.97,100,13,1,14
214,0.9379240506329114,-4.457153496589652,-0.9821406404161553,-0.42846328067089656,-0.1810948101650664,-0.31010207513355503,-0.22520360107035328,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.9342564638815335,-4.461004056118473,-0.984105356246321,-0.42935414834800045,-0.18145697630443733,-0.31078923812590503,-0.22569111500601366,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9365490833926332,-4.464254178562944,-0.985826769919442,-0.43014263696921806,-0.18180151577243542,-0.3113676292328099,-0.22613050551985922,0.001333,0.01,0.0,0.97,100,14,1,15
217,0.9356584386049368,-4.468088108767789,-0.9877717590301596,-0.4309979751538797,-0.18215353101189433,-0.31196172639336806,-0.22658485097874828,0.001328,0.01,0.0,0.97,100,14,1,15
218,0.9389938691525993,-4.4714693523181195,-0.9894337910654692,-0.4317167593303066,-0.18246621086641465,-0.3124899387284453,-0.22697033202911543,0.001322,0.01,0.0,0.97,100,14,1,15
219,0.937277767479483,-4.475128826890236,-0.991301341433071,-0.4325084297050965,-0.18282583909399716,-0.3130411931593097,-0.22736855001197445,0.001317,0.01,0.0,0.97,100,14,1,15
220,0.9361167765098521,-4.478712309705104,-0.9930896059554509,-0.4333262985652775,-0.18312931391642076,-0.3136443843359081,-0.2278067775223821,0.001312,0.01,0.0,0.97,100,14,1,15
221,0.9375304698663529,-4.482430265518938,-0.994967861686395,-0.4341279303167152,-0.18349541312118925,-0.3142022558076706,-0.2282517700677717,0.001307,0.01,0.0,0.97,100,13,1,14
222,0.9282009559646089,-4.4868109062160375,-0.9971816348692019,-0.435060298356616,-0.183919943214905,-0.31483872074419167,-0.228744864861235,0.001302,0.01,0.0,0.97,100,13,1,14
223,0.935331498283889,-4.490483074055,-0.9990653919420234,-0.435890493253189,-0.1842812789240241,-0.31543181568690853,-0.2291931583421625,0.001297,0.01,0.0,0.97,100,14,1,15
224,0.9331836141974266,-4.494353056300079,-1.0009877897021562,-0.436724195512392,-0.1846136832620471,-0.3160747984331282,-0.22965017133643917,0.001292,0.01,0.0,0.97,100,14,1,15
225,0.9352338168983163,-4.498150076310428,-1.0028732517628496,-0.4375311333578608,-0.18496243224563583,-0.316642318941743,-0.2300957097913461,0.001287,0.01,0.0,0.97,100,14,1,15
226,0.9390882475951485,-4.501227642930614,-1.004472104084097,-0.4382695189096036,-0.18527130630651725,-0.31718479713993075,-0.230466962908145,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.935079745752763,-4.504827648204915,-1.0063248546171246,-0.4390963724801734,-0.18560682647615637,-0.3178169905652892,-0.23090206964452367,0.001277,0.01,0.0,0.97,100,14,1,15
228,0.9385202316041796,-4.508127639636801,-1.0079468990641187,-0.43979503656650043,-0.18591048824573123,-0.31832201304582797,-0.23127872481144154,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.9378124681154985,-4.511350036615876,-1.0095745664234455,-0.4405069396328255,-0.18622791662499769,-0.31883167073298363,-0.2316791515761303,0.001267,0.01,0.0,0.97,100,14,1,15
230,0.9370568122484041,-4.513740452032328,-1.010655940542155,-0.44111816435354656,-0.18641931453049046,-0.3193637699826911,-0.23206722337458008,0.001262,0.01,0.0,0.97,100,14,1,15
231,0.9401306180011081,-4.517061580197315,-1.0122950519491345,-0.44183635309172936,-0.18671550889032623,-0.3199114289049093,-0.2324606505915729,0.001257,0.01,0.0,0.97,100,14,1,15
232,0.9368438649281177,-4.520693319908015,-1.0141391089786975,-0.44262709140863343,-0.18706104522021355,-0.32047673845436625,-0.23286798955794538,0.001253,0.01,0.0,0.97,100,13,1,14
233,0.9346476327548408,-4.524467329919655,-1.0160223575242573,-0.4434216479708998,-0.1874211642983426,-0.32106587945946574,-0.23332483906305948,0.001248,0.01,0.0,0.97,100,13,1,14
234,0.9404450151210529,-4.527654273470598,-1.0176020750625663,-0.4441070388003234,-0.18772097145648628,-0.3215577624742573,-0.23370652621507385,0.001243,0.01,0.0,0.97,100,14,1,15
235,0.9387720430838232,-4.528322304781145,-1.0180141971097343,-0.44455046360345024,-0.18772097950461866,-0.32206274653906397,-0.23404863727664071,0.001239,0.01,0.0,0.97,100,14,1,15
236,0.939212487174743,-4.530074757326508,-1.018923516519435,-0.44507332990691234,-0.18785328484590005,-0.32254988655085703,-0.23438512850802495,0.001234,0.01,0.0,0.97,100,14,1,15
237,0.9352268907563025,-4.533738158751273,-1.0207825143529097,-0.44586540120738455,-0.18820508489327267,-0.32308045149055664,-0.23480590690978448,0.001229,0.01,0.0,0.97,100,13,1,14
238,0.940021883679825,-4.537028020572732,-1.022443053694297,-0.4465772528932947,-0.1885093019118878,-0.32357487573014004,-0.23516738248298089,0.001225,0.01,0.0,0.97,100,13,1,14
239,0.9352592642185251,-4.540218846406338,-1.024099864042251,-0.44733946940671915,-0.18881174982995722,-0.3241330681102103,-0.23556451979558377,0.00122,0.01,0.0,0.97,100,14,1,15
240,0.9393648710052002,-4.543529543054984,-1.0257304040623016,-0.44802519876612523,-0.18911673159624942,-0.32462426826559354,-0.23594558998270757,0.001216,0.01,0.0,0.97,100,13,1,14
241,0.9416463875136359,-4.546673959708302,-1.027317054318459,-0.4487265047028752,-0.18938333879473426,-0.3251111904621397,-0.23626924277703423,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9365290951038195,-4.5500520946309875,-1.0289855663751848,-0.44943487334199467,-0.18969276586412653,-0.3256464577471114,-0.23663202844198902,0.001207,0.01,0.0,0.97,100,14,1,15
243,0.928391471229773,-4.553562984552298,-1.0307324719288642,-0.45024840241821174,-0.18999914724243222,-0.3262751209003786,-0.23710407895971786,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.9327065392895587,-4.556412866478372,-1.032163620582975,-0.4509710444346746,-0.19025004632635162,-0.3268460913844068,-0.23751377507485574,0.001198,0.01,0.0,0.97,100,14,1,15
245,0.9384387956229185,-4.5594872498449845,-1.0336645658275558,-0.45163515132398463,-0.19052359405260114,-0.32734143639543656,-0.23786950792968628,0.001194,0.01,0.0,0.97,100,14,1,15
246,0.9388453845893081,-4.562719746218681,-1.0352723143864928,-0.4523347557148809,-0.19081094560846681,-0.32786416463252943,-0.23824252489321956,0.00119,0.01,0.0,0.97,100,13,1,14
247,0.937829152154527,-4.566022507322864,-1.0369001657155146,-0.45301522097564084,-0.1911256869641705,-0.3283763467186575,-0.23861860502016896,0.001186,0.01,0.0,0.97,100,14,1,15
248,0.9385151008129257,-4.568733584701958,-1.0381818743463482,-0.453641135178203,-0.1913363755548605,-0.32887494336041345,-0.23895963568852568,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.9413723292117724,-4.571566295312409,-1.0395684680883615,-0.4542645186138046,-0.19159303466984717,-0.3293349736574799,-0.2392957952154775,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.9293246993524514,-4.574875899850941,-1.0412655384766971,-0.4550689235187509,-0.19187259660516184,-0.3299485404439831,-0.23971711293883127,0.001173,0.01,0.0,0.97,100,14,1,15
251,0.9359924219357895,-4.577915459226978,-1.0427663387518822,-0.4557333379899496,-0.1921551676911162,-0.33044943988066405,-0.24008488318216564,0.001169,0.01,0.0,0.97,100,14,1,15
252,0.9346222675653526,-4.581429805768162,-1.0445495227598467,-0.45650532289705087,-0.19250123124423643,-0.33100899030411784,-0.2404973695016906,0.001165,0.01,0.0,0.97,100,13,1,14
253,0.9313683924907151,-4.585108071748661,-1.04642048202265,-0.4573011743301544,-0.19285888403642262,-0.33158443571483737,-0.24089995483321316,0.001161,0.01,0.0,0.97,100,13,1,14
254,0.9392102354556721,-4.588290163062469,-1.048011245918515,-0.45796026822272123,-0.19315979844642542,-0.3320418920162171,-0.241257247608794,0.001157,0.01,0.0,0.97,100,13,1,14
255,0.9322039539372962,-4.59195238489394,-1.0498800581999839,-0.45877448353667305,-0.19348915314615314,-0.33259216960636334,-0.24167228123261497,0.001153,0.01,0.0,0.97,100,13,1,14
256,0.9428673603187848,-4.594615675891576,-1.051133532359257,-0.4593091295544445,-0.1937162028949669,-0.332983513529606,-0.2419519061053937,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9418870718083316,-4.594675036614951,-1.0511037588247347,-0.45963144410577933,-0.1937272635362644,-0.33340990476203564,-0.242274093482413,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9337780615674149,-4.597830249987632,-1.052709076780688,-0.4603425905524999,-0.19403980282495054,-0.33394609243412726,-0.24263267407331948,0.001141,0.01,0.0,0.97,100,14,1,15
259,0.9378737988038438,-4.600851829506707,-1.054246519932017,-0.46103391386997383,-0.19431815771017497,-0.33443678956813994,-0.24297378470142086,0.001137,0.01,0.0,0.97,100,14,1,15
260,0.9373672503470306,-4.604074474537613,-1.0558511967493591,-0.4617137437337173,-0.19460754370902833,-0.3349347557407211,-0.24333482224289504,0.001133,0.01,0.0,0.97,100,13,1,14
261,0.9339660675289769,-4.606985610245654,-1.0573652735683765,-0.46241347827402973,-0.19486854788886593,-0.3354501510407219,-0.2437085451593622,0.001129,0.01,0.0,0.97,100,14,1,15
262,0.9375305273440789,-4.609684642696895,-1.0587471531629127,-0.46307310809794094,-0.19511870746014517,-0.33594461278968,-0.24406353246534102,0.001125,0.01,0.0,0.97,100,14,1,15
263,0.9365100829966699,-4.612337226144283,-1.060125512828712,-0.46370987701706595,-0.19537343400661952,-0.33638570829959485,-0.24440052127396333,0.001122,0.01,0.0,0.97,100,14,1,15
264,0.9365055208914591,-4.614533281358474,-1.0612882459625825,-0.4643169671473945,-0.19556766339904783,-0.33685290125868433,-0.24475192177213026,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.9367490098677587,-4.617577410745077,-1.0628568268565635,-0.4650242342865037,-0.19584521709732208,-0.33734133827818485,-0.24511466770454096,0.001114,0.01,0.0,0.97,100,14,1,15
266,0.9383817145957678,-4.620514767042964,-1.0643160503865008,-0.46565382018188767,-0.19610177280787938,-0.33781898776819985,-0.24544343221403156,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.9310137370901433,-4.624088185250813,-1.0661339416489843,-0.46642176851162387,-0.1964587300823594,-0.33834598405323596,-0.245845802729271,0.001107,0.01,0.0,0.97,100,13,1,14
268,0.9360226967499329,-4.6272987821174505,-1.0678006923111163,-0.46714647533719356,-0.19677362533709064,-0.3388367925618736,-0.2462047141205216,0.001103,0.01,0.0,0.97,100,13,1,14
269,0.9378244474881212,-4.630354868041879,-1.0693433162678658,-0.4677963977936827,-0.19706239411426418,-0.3393091566185872,-0.2465443419918484,0.001099,0.01,0.0,0.97,100,13,1,14
270,0.9389210278487825,-4.632953859603521,-1.0706005831761078,-0.4683565130828451,-0.1972956858613984,-0.3397510891002941,-0.24688737161023191,0.001096,0.01,0.0,0.97,100,14,1,15
271,0.932366417357321,-4.63628133382282,-1.0722362777003773,-0.46907420612999834,-0.1975930496228596,-0.3402737557443096,-0.24725659582450463,0.001092,0.01,0.0,0.97,100,14,1,15
272,0.936166621658115,-4.638375628569807,-1.0733490339866296,-0.469664817304773,-0.19779577408347307,-0.3407318918751443,-0.2475564684626454,0.001088,0.01,0.0,0.97,100,14,1,15
273,0.9430868167202573,-4.640913741264925,-1.0746401471394713,-0.47023656963797017,-0.1980318445284942,-0.3411283401773042,-0.24784648974567236,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9390365308360753,-4.643822996726163,-1.0760935689650335,-0.47085606202644004,-0.19829405948072126,-0.34157560352596267,-0.2481790427994916,0.001081,0.01,0.0,0.97,100,14,1,15
275,0.9349103434302503,-4.645646891922944,-1.077074050209948,-0.471408953227926,-0.19848532818830966,-0.34204481918988716,-0.24853065041991795,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.9349671389911418,-4.6486500814784835,-1.0785467466286005,-0.47203715101764443,-0.19874934234345673,-0.3425119128546555,-0.24886511029261427,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9385186434958663,-4.651545064582953,-1.0799903444120862,-0.47264633131254347,-0.1990130110955442,-0.34299108369097525,-0.2492017937393205,0.001071,0.01,0.0,0.97,100,14,1,15
278,0.9327424400417101,-4.653509144479636,-1.080979257624147,-0.4732028630991696,-0.19914435240645112,-0.3435020309756781,-0.2495427709539568,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.939025418725859,-4.656331370638349,-1.0824126394416536,-0.4738102198781969,-0.19941869252108313,-0.3439310133159105,-0.24985463979298905,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.9345126522961574,-4.659274742805675,-1.0838919423154643,-0.47446228237575067,-0.19969211594046946,-0.344408944937969,-0.250216059555729,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9214496446292074,-4.6632715110446545,-1.0858611152966935,-0.47534684708098895,-0.200001558007707,-0.34505634923101697,-0.2506600705308398,0.001057,0.01,0.0,0.97,100,14,1,15
282,0.9323729356792227,-4.666494153676916,-1.0874796457319464,-0.4760483614677456,-0.20028933960575382,-0.3455611861139144,-0.2510027590610058,0.001054,0.01,0.0,0.97,100,14,1,15
283,0.9369232864585106,-4.669435989589272,-1.0889347218587262,-0.4766718495098385,-0.20055700050058206,-0.346022002502278,-0.25132156594491256,0.001051,0.01,0.0,0.97,100,13,1,14
284,0.9378933337832593,-4.672343496691909,-1.0904078054383517,-0.4772999070221877,-0.2008322269694182,-0.3464511386907012,-0.25165025183858386,0.001047,0.01,0.0,0.97,100,13,1,14
285,0.9355645865520252,-4.675209703452504,-1.0918919074589974,-0.4779694088252876,-0.20109875039286976,-0.34690966897937164,-0.2519762143691734,0.001044,0.01,0.0,0.97,100,14,1,15
286,0.935874229015822,-4.678251778716219,-1.0934359943498249,-0.4786546356785151,-0.20137675515282824,-0.34741487410694327,-0.25233541065170034,0.001041,0.01,0.0,0.97,100,13,1,14
287,0.9367749517334005,-4.681126309937841,-1.094892884643645,-0.47928880653132055,-0.2016413154933659,-0.34784883143548967,-0.2526674706247529,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9395725112833178,-4.68385844541159,-1.096264748020678,-0.47985833136017503,-0.20191462983281247,-0.34825451689160897,-0.2529868968627786,0.001034,0.01,0.0,0.97,100,13,1,14
289,0.9360029562938825,-4.686715611008943,-1.0977161030484333,-0.4804899736392966,-0.2021788899893123,-0.34867460793135197,-0.25330282690828443,0.001031,0.01,0.0,0.97,100,14,1,15
